subscription_id,user_id,plan_type,currency,amount_paid,starting_date,ending_date,status,billing_cycle,auto_renew
SUB000021,USR02568,Pro,USD,160.29,22/02/2026,,Active,N/A,1
SUB002898,USR01370,Free,AED,0,22/07/2024,24/05/2026,Expired,ANNUAL,FALSE
SUB002959,USR02648,Free,AED,0,29/03/2026,,Expired,,TRUE
SUB002582,USR01892,Pro,AED,142.84,09/09/2024,15/06/2026,cancelled,monthly,yes
SUB000749,USR01565,Pro,AED,157.15,20/03/2026,,Cancelled,,TRUE
SUB002036,USR02548,Basic,N/A,47.51,18/01/2026,,Active,Monthly,no
SUB002575,USR01428,Basic,USD,47.48,30/05/2025,21/01/2026,Cancelled,,yes
SUB002698,USR01587,Pro,AED,150.6,27/01/2025,,Paused,monthly,1
SUB002485,USR01103,Proo,AED,30.46,07/10/2023,23/10/2026,Cancelled,N/A,FALSE
SUB002667,USR01507,Pro,AED,135.59,11/10/2024,,Paused,Monthly,yes
SUB002436,USR02341,Free,AED,0,18/04/2026,,active,N/A,TRUE
SUB000229,USR00328,Enterprise,AED,516.04,24/11/2023,22/05/2024,Active,Annual,0
SUB001372,USR01272,Pro,AED,159.98,23/01/2024,15/09/2026,Active,N/A,TRUE
SUB003329,USR00427,Pro,USD,160.59,04/01/2025,28/10/2024,Active,Monthly,0
SUB003026,USR02644,Pro,AED,136.99,05/06/2025,,Paused,Annual,0
SUB003363,USR00836,Pro,AED,157.31,03/02/2024,,Expired,Monthly,1
SUB000982,USR00063,Basic,USD,-45.9,23/03/2024,15/12/2026,Active,ANNUAL,
SUB001567,USR00940,Proo,AED,429.47,02/03/2026,23/02/2026,Active,Monthly,
SUB000054,USR00137,Free,AED,999999,23/01/2024,26/03/2025,Active,N/A,1
SUB003056,USR01859,Enterprise,AED,513.05,08/03/2025,,Expired,monthly,no
SUB000778,USR02496,Free,AED,0,26/09/2025,19/07/2026,Cancelled,monthly,FALSE
SUB002976,USR01075,Enterprise,AED,535.89,04/08/2024,,Paused,ANNUAL,TRUE
SUB001751,USR01307,Pro,usd,154.4,08/03/2024,14/06/2025,Active,N/A,FALSE
SUB001097,USR02356,Free,AED,0,28/08/2023,08/10/2026,Cancelled,Monthly,FALSE
SUB000792,USR00872,Enterprise,AED,465.18,19/06/2024,08/04/2027,Expired,Annual,FALSE
SUB002695,USR02903,Basic,AED,46.76,19/05/2024,,Active,Annual,FALSE
SUB002350,USR01466,Pro,AED,152.1,02/07/2025,,Expired,monthly,no
SUB001620,USR01491,Free,AED,0,13/07/2025,21/06/2025,Cancelled,monthly,1
SUB003052,USR01641,Enterprise,USD,490.85,09/01/2024,24/02/2025,Active,ANNUAL,TRUE
SUB001427,USR00696,Enterprise,AED,542.33,15/12/2025,04/02/2027,Paused,,FALSE
SUB002525,USR00540,Free,AED,0,01/01/2026,23/03/2026,Paused,Annual,TRUE
SUB000094,USR01451,Free,AED,0,19/06/2025,,Cancelled,,yes
SUB003265,USR01568,Basic,AED,53.77,09/12/2023,09/05/2025,Expired,Monthly,1
SUB000729,USR02919,Free,USD,0,27/07/2025,20/09/2026,Active,,0
SUB002840,USR01210,Free,AED,0,05/01/2026,,Expired,Annual,no
SUB000692,USR02724,Basic,AED,51.36,17/11/2025,31/07/2026,Active,monthly,yes
SUB003413,USR00877,Pro,USD,147.01,11/02/2024,,Active,N/A,
SUB002854,USR00545,Pro,AED,137.08,23/04/2026,25/02/2026,Active,,yes
SUB003463,USR01669,Free,USD,0,10/04/2026,16/07/2024,Active,Monthly,1
SUB002336,USR02374,Free,USD,0,30/09/2023,03/05/2026,Paused,Monthly,TRUE
SUB002341,USR01075,Basic,AED,47.59,24/06/2024,26/08/2025,Active,Annual,TRUE
SUB002004,USR01774,Free,AED,0,23/01/2026,,Expired,Annual,0
SUB000558,USR00912,Free,AED,0,29/05/2024,21/09/2024,Cancelled,Annual,no
SUB003093,USR02226,Free,AED,0,11/06/2023,09/10/2024,Expired,N/A,1
SUB002634,USR00568,Free,AED,0,24/09/2024,27/11/2026,Expired,Annual,FALSE
SUB001475,USR01248,Free,AED,0,08/03/2025,25/03/2025,Expired,Monthly,TRUE
SUB000088,USR00997,Free,AED,0,11/07/2023,24/04/2026,Active,N/A,TRUE
SUB002957,USR01855,Pro,AED,148.51,08/09/2023,,--,Monthly,TRUE
SUB002119,USR02777,Basic,AED,45.04,16/02/2026,,Active,monthly,FALSE
SUB002247,USR01947,Free,AED,0,22/12/2023,,Active,monthly,0
SUB002069,USR01522,Free,AED,0,18/04/2026,,Expired,N/A,TRUE
SUB000997,USR00355,Basic,AED,52.81,10/12/2025,,Active,Monthly,FALSE
SUB002658,USR01682,Basic,AED,46.79,18/08/2023,23/11/2026,Cancelled,ANNUAL,1
SUB003303,USR00715,Basic,AED,46.47,29/02/2024,,Cancelled,monthly,TRUE
SUB002542,USR00891,Pro,AED,163.59,29/02/2024,27/06/2025,Expired,monthly,FALSE
SUB003132,USR00653,Pro,AED,140.14,19/06/2025,14/01/2025,Active,,0
SUB000262,USR00159,--,AED,342.88,21/08/2023,,Active,N/A,TRUE
SUB000996,USR01561,Pro,USD,-142.84,05/07/2023,,Active,Monthly,yes
SUB000310,USR02508,Free,AED,0,09/12/2024,,Expired,monthly,yes
SUB003327,USR02243,Pro,USD,134.5,13/02/2024,,Paused,Monthly,FALSE
SUB001445,USR00586,Free,AED,0,06/07/2024,,Active,,yes
SUB003150,USR02272,Basic,AED,44.77,03/09/2023,23/10/2026,Cancelled,Monthly,0
SUB000963,USR02850,Enterprise,AED,512.86,15/07/2023,,Active,Annual,
SUB001854,USR01133,Basic,AED,48.71,11/02/2024,,Active,Monthly,TRUE
SUB002118,USR02980,Pro,AED,144.87,13/11/2024,,Cancelled,ANNUAL,TRUE
SUB001115,USR01585,Basic,AED,49.5,12/04/2026,,Expired,Annual,1
SUB003051,USR01786,Free,AED,0,27/05/2023,,Active,monthly,yes
SUB003011,USR02134,Pro,USD,-137.99,22/09/2025,,Cancelled,,1
SUB001008,USR00283,Basic,AED,53.35,27/08/2025,08/10/2026,Paused,Annual,1
SUB000534,USR00325,Pro,AED,158.63,20/09/2024,19/01/2026,Active,monthly,yes
SUB000350,USR00655,Pro,AED,154.2,22/10/2023,04/04/2026,Active,,FALSE
SUB001257,USR02371,Free,AED,0,09/04/2024,10/03/2024,Cancelled,Monthly,FALSE
SUB001883,USR01332,Free,AED,0,28/06/2024,22/12/2024,Cancelled,monthly,yes
SUB003119,USR00367,Basic,AED,46.1,02/01/2025,,Cancelled,Annual,FALSE
SUB000552,USR00665,Pro,AED,150.63,04/09/2023,,Active,Monthly,
SUB002364,USR02214,Pro,AED,151.67,25/06/2024,,Active,,FALSE
SUB001162,USR01396,Pro,AED,155.94,16/10/2025,11/10/2025,Active,monthly,no
SUB002426,USR00371,Free,AED,0,29/04/2025,,Active,Monthly,no
SUB002819,USR00972,Basic,AED,49.11,06/09/2023,,Paused,monthly,yes
SUB001296,USR01645,Free,AED,0,23/10/2025,,Active,Monthly,yes
SUB002051,USR00871,Pro,AED,,18/10/2024,21/03/2026,Active,N/A,0
SUB000792,USR00872,Enterprise,AED,465.18,19/06/2024,08/04/2027,Expired,Annual,FALSE
SUB002949,USR02730,Basic,USD,48.34,07/12/2023,28/03/2027,Cancelled,,TRUE
SUB000039,USR02349,Enterprise,AED,479.18,04/10/2023,,Active,monthly,0
SUB002487,USR02878,Free,AED,0,17/03/2026,20/06/2026,Paused,N/A,yes
SUB001001,USR00294,Free,AED,0,12/04/2025,,Cancelled,Monthly,TRUE
SUB000459,USR02282,Basic,AED,45.66,02/01/2025,,Active,N/A,FALSE
SUB000651,USR02102,Free,AED,999999,28/05/2025,25/10/2025,Active,,FALSE
SUB000373,USR01996,Free,USD,0,17/08/2025,23/10/2026,Active,Monthly,no
SUB000984,USR01220,Basic,AED,48.65,15/06/2023,12/05/2026,Active,N/A,TRUE
SUB001214,USR00536,Pro,AED,-145.11,08/04/2024,27/11/2026,Cancelled,Monthly,0
SUB001422,USR00516,Enterprise,AED,508.26,13/07/2024,30/12/2025,Active,monthly,
SUB002171,USR01561,Free,AED,0,05/08/2023,,Active,N/A,yes
SUB001174,USR00652,Basic,USD,45.91,13/11/2024,23/03/2026,Cancelled,monthly,no
SUB002962,USR01412,Pro,AED,149.86,20/09/2024,,Active,Monthly,
SUB002093,USR02700,Free,AED,0,05/02/2026,23/12/2024,Expired,Annual,yes
SUB001576,USR02950,Free,AED,0,15/05/2025,01/09/2025,Expired,Monthly,
SUB003403,USR02677,Free,AED,0,18/08/2024,,,N/A,FALSE
SUB003125,USR00132,Pro,AED,154.86,03/12/2024,21/05/2026,Active,ANNUAL,
SUB003429,USR00422,Basic,AED,52.83,25/02/2026,15/03/2025,Active,Monthly,TRUE
SUB000717,USR02759,Basic,AED,45.66,06/08/2025,21/07/2026,Cancelled,ANNUAL,0
SUB002123,USR00176,Enterprise,AED,476.27,12/11/2023,,Cancelled,N/A,1
SUB003452,USR00752,Enterprise,AED,472.52,07/06/2024,08/03/2026,Active,Annual,yes
SUB001735,USR01197,Free,AED,0,29/02/2024,,Paused,,no
SUB002279,USR01384,Free,AED,0,24/08/2023,,Active,,FALSE
SUB003142,USR00288,Free,AED,0,03/04/2025,,Paused,,1
SUB003475,USR02752,Basic,ADE,999999,01/12/2023,,Expired,Monthly,FALSE
SUB002337,USR01626,Pro,AED,152.77,14/08/2024,18/08/2026,Active,Annual,
SUB001837,USR00953,Free,USD,0,24/05/2025,,Expired,Monthly,TRUE
SUB003064,USR01079,Free,AED,0,02/03/2026,,Expired,N/A,TRUE
SUB002727,USR02706,Basic,AED,48.98,27/04/2026,26/04/2025,Active,,yes
SUB002893,USR02667,Pro,USD,999999,15/01/2024,,Cancelled,ANNUAL,TRUE
SUB003362,USR02654,Enterprise,USD,458.38,01/10/2024,,Paused,ANNUAL,0
SUB000914,USR02749,Enterprise,USD,453.04,15/05/2023,,Cancelled,monthly,FALSE
SUB000675,USR01196,Pro,AED,145.41,09/10/2025,01/06/2025,Expired,N/A,FALSE
SUB003344,USR02428,Pro,AED,136.11,31/10/2024,24/02/2026,Active,,no
SUB003028,USR02335,Pro,AED,153.57,28/05/2023,22/09/2026,Cancelled,,FALSE
SUB001862,USR01784,Free,AED,0,15/04/2025,11/03/2027,Paused,,no
SUB000466,USR00052,Free,AED,0,19/01/2026,26/11/2025,Active,ANNUAL,no
SUB000619,USR02157,Free,AED,0,21/06/2025,04/08/2024,Expired,,yes
SUB000465,USR01573,Basic,AED,45.4,26/04/2024,21/11/2026,Cancelled,monthly,no
SUB001969,USR02006,Basic,USD,50.36,22/02/2025,18/07/2025,Active,,FALSE
SUB002041,USR01656,Free,AED,0,23/07/2025,03/04/2025,Active,Monthly,FALSE
SUB001788,USR02445,Enterprise,AED,514.52,24/01/2025,19/09/2026,Expired,Annual,no
SUB002393,USR01977,Free,AED,0,18/12/2025,03/08/2026,Active,monthly,0
SUB000665,USR00570,Free,AED,0,10/01/2025,16/02/2026,Cancelled,,1
SUB002451,USR01695,Pro,AED,161.01,04/01/2024,22/09/2026,Active,Monthly,1
SUB002368,USR02012,Pro,USD,138.11,22/11/2025,,Expired,Annual,TRUE
SUB001316,USR01989,Basic,AED,51.32,04/03/2026,04/11/2024,Cancelled,N/A,1
SUB000177,USR00262,Pro,AED,137.28,16/03/2026,25/09/2025,Active,N/A,TRUE
SUB001616,USR01210,Basic,AED,44.12,09/12/2023,23/12/2025,Cancelled,monthly,1
SUB000541,USR01789,Free,AED,0,09/11/2025,11/03/2027,Active,,no
SUB001873,USR02077,Free,AED,0,02/05/2026,24/08/2024,Cancelled,N/A,no
SUB000576,USR00339,Free,AED,0,05/02/2024,19/04/2026,Active,monthly,
SUB002033,USR00282,Basic,AED,46.05,12/04/2024,09/10/2025,Expired,ANNUAL,yes
SUB001777,USR00353,Basic,AED,50.01,30/12/2023,,Cancelled,ANNUAL,TRUE
SUB000472,USR02423,Basic,AED,53.61,22/03/2026,05/05/2026,Cancelled,monthly,1
SUB002014,USR02761,Basic,AED,46.48,06/08/2025,,Active,,FALSE
SUB003168,USR00506,Free,AED,0,05/10/2025,,Paused,Annual,0
SUB001999,USR00205,Basic,USD,46.31,05/02/2024,,Active,monthly,1
SUB002974,USR01927,Enterprise,AED,521.32,23/02/2025,29/09/2024,,ANNUAL,TRUE
SUB003428,USR00720,Pro,AED,157.78,13/11/2025,,Active,Monthly,0
SUB002919,USR02355,Pro,AED,157.66,07/04/2026,06/04/2026,Paused,,yes
SUB003190,USR02040,Free,AED,0,18/06/2023,12/06/2023,Paused,Monthly,TRUE
SUB003126,USR00678,Free,AED,0,17/10/2025,22/05/2024,Active,Annual,FALSE
SUB002099,USR01057,Enterprise,USD,505.95,01/09/2023,,Active,monthly,FALSE
SUB001732,USR00926,Pro,AED,148.05,26/04/2026,11/03/2025,,Monthly,TRUE
SUB003135,USR02577,Basic,USD,49.24,11/02/2024,20/08/2024,Cancelled,Annual,0
SUB001264,USR01949,Free,AED,0,23/07/2024,04/03/2025,Active,,TRUE
SUB000882,USR01305,Enterprise,AED,511.02,01/04/2026,25/12/2024,cancelled,Annual,1
SUB000663,USR01837,Pro,AED,150.51,27/01/2026,18/04/2027,Active,Annual,0
SUB001808,USR01980,Free,AED,0,10/04/2025,17/04/2025,Active,,
SUB001227,USR00857,Free,AED,0,11/07/2025,,Active,Annual,no
SUB002334,USR01363,Basic,AED,52.44,09/10/2023,26/12/2024,Paused,N/A,FALSE
SUB000843,USR00570,Basic,AED,46.82,,,Expired,N/A,FALSE
SUB001120,USR01973,free,AED,455.78,13/11/2025,24/07/2026,Cancelled,Monthly,TRUE
SUB002038,USR01992,Free,AED,0,17/01/2024,,,,TRUE
SUB002505,USR00820,Free,AED,0,14/10/2024,27/12/2026,Cancelled,N/A,0
SUB002568,USR01971,Pro,AED,156.94,28/04/2026,27/01/2026,Active,Monthly,TRUE
SUB003338,USR02012,Free,USD,0,18/08/2025,08/01/2026,N/A,ANNUAL,
SUB000152,USR00306,Free,AED,0,02/02/2024,,Active,Monthly,TRUE
SUB000837,USR01920,Free,AED,0,24/05/2025,,Expired,N/A,yes
SUB000461,USR00498,Enterprise,AED,481.35,26/08/2025,29/08/2025,Active,Annual,yes
SUB000395,USR02658,Basic,AED,45.36,09/11/2025,,Cancelled,ANNUAL,FALSE
SUB003216,USR01962,Free,AED,0,06/04/2024,24/09/2024,Paused,monthly,no
SUB003038,USR01130,Free,USD,0,24/02/2024,26/08/2026,Cancelled,ANNUAL,1
SUB003498,USR00382,Basic,AED,44.99,03/07/2023,29/10/2026,Expired,Monthly,yes
SUB001786,USR00526,Pro,AED,150.45,25/03/2024,23/04/2027,Expired,N/A,1
SUB000417,USR02682,Pro,USD,153,01/04/2026,,Active,monthly,1
SUB003257,USR01209,Free,AED,0,25/09/2024,13/03/2025,--,Monthly,TRUE
SUB002373,USR00835,Enterprise,AED,528.33,31/01/2026,,Active,Annual,1
SUB001612,USR01451,Basic,AED,999999,06/03/2025,29/09/2026,Active,monthly,TRUE
SUB002040,USR01715,Free,aed,0,21/04/2026,,--,N/A,TRUE
SUB001650,USR00911,BASIC,AED,18.56,15/09/2025,,Active,N/A,yes
SUB002569,USR01855,Enterprise,AED,471.11,18/06/2025,28/01/2027,Active,Annual,no
SUB002586,USR02358,Free,AED,0,26/08/2024,28/07/2024,Active,ANNUAL,1
SUB003487,USR00912,Enterprise,AED,502.03,14/08/2023,,Active,Annual,TRUE
SUB000978,USR01473,Proo,USD,330.08,29/12/2024,,Cancelled,ANNUAL,0
SUB002694,USR00656,Enterprise,AED,548.58,02/04/2026,,Active,N/A,1
SUB002408,USR02375,Free,AED,0,19/01/2025,,Paused,Annual,1
SUB000043,USR02647,Pro,AED,149.05,,,cancelled,ANNUAL,FALSE
SUB003140,USR00423,Pro,USD,134.84,13/05/2025,11/05/2025,Active,Annual,0
SUB002841,USR01795,Free,AED,0,10/05/2026,,cancelled,monthly,no
SUB000440,USR00692,Free,AED,999999,15/06/2023,16/05/2026,Expired,Annual,no
SUB000362,USR01117,Pro,AED,137.84,16/12/2025,15/12/2024,Paused,N/A,0
SUB002704,USR01820,Free,AED,0,10/10/2023,26/09/2025,Paused,,TRUE
SUB001803,USR01946,Pro,AED,139.28,24/07/2023,,Paused,N/A,TRUE
SUB003027,USR00841,Enterprise,AED,529.3,08/03/2025,,Active,ANNUAL,1
SUB000730,USR00996,Free,AED,0,21/05/2025,,Active,monthly,yes
SUB002249,USR01628,Enterprise,usd,519.9,25/08/2025,,Active,Annual,yes
SUB003481,USR00274,Free,AED,0,07/10/2024,,Active,Annual,0
SUB001535,USR01708,Basic,AED,52.5,13/03/2025,16/12/2025,Active,monthly,TRUE
SUB002903,USR00829,Pro,AED,161.16,19/02/2024,,Paused,,0
SUB000268,USR00533,free,USD,323.1,13/06/2023,,Active,,yes
SUB001213,USR01875,Free,aed,0,08/05/2024,26/10/2024,Paused,Annual,FALSE
SUB001658,USR01738,Pro,AED,142.96,18/01/2025,,Active,N/A,0
SUB000114,USR00454,Basic,AED,52.71,15/01/2024,,Active,monthly,0
SUB003466,USR02072,Free,AED,0,15/10/2024,,Cancelled,ANNUAL,TRUE
SUB000327,USR02218,Free,AED,0,23/01/2026,25/10/2025,Cancelled,Annual,1
SUB001471,USR00866,Free,AED,0,26/04/2025,12/07/2026,Cancelled,ANNUAL,1
SUB000865,USR00489,Proo,AED,300.06,14/07/2025,20/03/2026,Expired,ANNUAL,TRUE
SUB001221,USR02788,Pro,USD,155.99,29/07/2025,01/08/2024,Active,ANNUAL,yes
SUB001378,USR00754,pro,,-521.51,11/03/2026,23/02/2025,Active,ANNUAL,TRUE
SUB000808,USR02190,Pro,USD,156.47,05/12/2023,,Active,ANNUAL,FALSE
SUB002380,USR00761,Free,aed,0,10/09/2025,28/10/2024,Active,,TRUE
SUB003242,USR02809,Free,AED,999999,14/09/2023,25/06/2026,Paused,Monthly,TRUE
SUB001318,USR00096,Basic,AED,53.46,28/10/2023,,Active,ANNUAL,no
SUB002801,USR01103,,AED,390.13,01/08/2025,11/05/2026,Cancelled,ANNUAL,
SUB000283,USR00843,Free,AED,0,02/10/2023,02/09/2024,Active,ANNUAL,1
SUB003374,USR02976,Pro,AED,155.7,23/10/2024,27/11/2024,Active,,no
SUB002122,USR00355,Pro,AED,140.93,14/08/2025,17/04/2025,Active,ANNUAL,1
SUB000429,USR01750,Pro,AED,157.74,30/06/2025,,Active,ANNUAL,no
SUB001376,USR02139,Basic,AED,51.28,,,Active,Annual,yes
SUB002296,USR00803,Pro,AED,,21/02/2024,12/01/2026,Cancelled,N/A,0
SUB002447,USR02518,Pro,AED,144.82,12/11/2024,17/03/2026,Active,monthly,TRUE
SUB000514,USR02049,Free,AED,0,07/09/2025,,Active,Annual,TRUE
SUB002377,USR00672,Enterprise,USD,506.8,16/12/2024,12/11/2024,Expired,Annual,
SUB002969,USR02791,Basic,AED,47.96,06/07/2023,21/07/2025,Active,,yes
SUB000585,USR02665,Basic,AED,44.44,10/03/2026,,Active,Monthly,
SUB002200,USR02299,Pro,USD,147.3,22/07/2025,17/09/2026,Cancelled,,FALSE
SUB002794,USR02034,Free,AED,0,09/01/2025,,Cancelled,,0
SUB000606,USR00553,Free,AED,0,13/12/2023,01/10/2025,Expired,ANNUAL,FALSE
SUB001248,USR00638,Pro,USD,147.39,17/07/2024,04/07/2025,Expired,N/A,1
SUB001822,USR02281,Pro,AED,162.85,01/12/2024,15/12/2025,Active,Monthly,TRUE
SUB002244,USR02945,Pro,AED,-146.44,13/10/2025,,Cancelled,Annual,1
SUB001335,USR02267,Pro,AED,154.77,08/11/2023,,Active,N/A,
SUB001512,USR00631,Pro,AED,153.42,19/06/2023,30/03/2025,Active,monthly,TRUE
SUB002412,USR02244,Pro,AED,141.16,26/07/2024,16/08/2026,Cancelled,Annual,no
SUB000842,USR01037,Basic,AED,48.77,12/03/2026,,Active,Annual,
SUB000389,USR01471,Free,EUR,0,23/08/2025,,Cancelled,monthly,yes
SUB000871,USR00894,Free,,0,,,Expired,Annual,FALSE
SUB001659,USR02241,Free,AED,0,16/07/2024,,Expired,Monthly,no
SUB000986,USR01697,Free,AED,0,17/11/2023,18/05/2024,Active,,yes
SUB002338,USR00952,Pro,AED,157.33,26/08/2025,,Cancelled,Monthly,0
SUB002146,USR02773,Basic,AED,48.31,27/03/2024,11/02/2026,Active,ANNUAL,FALSE
SUB000410,USR02190,Free,AED,0,28/03/2026,09/05/2027,Active,N/A,FALSE
SUB000607,USR00355,Free,AED,0,02/10/2024,22/12/2026,Paused,ANNUAL,FALSE
SUB002963,USR01888,Pro,AED,158.42,04/05/2024,,Active,Annual,0
SUB003307,USR00311,Basic,AED,44.32,21/09/2025,29/12/2026,Expired,Monthly,0
SUB001807,USR01612,Free,AED,0,05/03/2025,04/03/2025,Active,monthly,0
SUB002411,USR02045,Free,AED,0,14/08/2025,16/09/2026,Active,Annual,0
SUB001538,USR01922,Free,AED,0,06/07/2025,01/06/2026,Cancelled,,0
SUB002197,USR02144,Enterprise,AED,488.66,01/01/2024,,Active,ANNUAL,yes
SUB000633,USR02921,Basic,AED,45.44,15/08/2025,16/08/2025,Active,,1
SUB003430,USR00434,free,USD,334.89,03/09/2024,06/06/2025,Active,Monthly,TRUE
SUB003479,USR00396,Free,AED,0,04/06/2023,14/01/2027,Active,ANNUAL,yes
SUB002989,USR01178,Free,AED,0,22/07/2024,,Active,ANNUAL,TRUE
SUB001722,USR01429,Free,AED,0,15/11/2024,15/05/2025,Active,,yes
SUB003090,USR00641,Basic,AED,53.87,25/01/2024,19/12/2024,Active,,no
SUB001563,USR02365,Free,AED,0,29/05/2025,,Active,ANNUAL,TRUE
SUB000976,USR01234,Free,AED,0,09/10/2025,,Cancelled,ANNUAL,FALSE
SUB003253,USR00821,Enterprise,USD,533.39,19/02/2024,,Active,Annual,
SUB001895,USR01062,Free,AED,0,31/01/2026,18/03/2025,Expired,Annual,FALSE
SUB003074,USR00605,Free,AED,,16/09/2023,,Cancelled,N/A,yes
SUB000081,USR02839,Free,AED,0,02/01/2026,25/06/2024,Active,monthly,no
SUB000674,USR01076,Pro,USD,143.19,23/03/2026,23/06/2025,Cancelled,,yes
SUB002349,USR02278,Free,USD,0,30/12/2025,,Active,Monthly,yes
SUB000003,USR02791,Free,AED,0,12/01/2026,07/05/2026,Expired,Annual,FALSE
SUB001347,USR00712,Basic,AED,53.75,20/06/2024,,Active,Annual,
SUB003087,USR01866,Enterprise,AED,528.07,23/02/2024,,Expired,Monthly,FALSE
SUB000298,USR02725,Pro,AED,152.97,23/03/2025,20/07/2024,Active,ANNUAL,FALSE
SUB002879,USR00366,Basic,AED,48.31,16/02/2026,20/05/2024,Expired,N/A,no
SUB002952,USR02199,Enterprise,AED,-519.13,29/05/2025,,Active,ANNUAL,0
SUB002798,USR02444,Pro,AED,143.36,20/02/2025,08/10/2024,Active,N/A,0
SUB001930,USR01691,Pro,AED,139.67,07/05/2025,25/12/2025,Active,Annual,FALSE
SUB001586,USR01902,Free,AED,0,29/04/2026,03/09/2026,,Annual,TRUE
SUB001325,USR00162,Free,AED,0,19/04/2024,,Active,ANNUAL,TRUE
SUB002804,USR01335,Basic,AED,-48.56,04/06/2025,09/05/2025,Expired,Monthly,0
SUB000325,USR00173,Free,AED,0,17/02/2026,26/04/2026,Active,N/A,FALSE
SUB002990,USR00422,Pro,AED,157.51,17/05/2023,,Cancelled,Monthly,FALSE
SUB001734,USR02876,Pro,AED,141.86,06/01/2026,23/10/2025,cancelled,Annual,0
SUB002771,USR01564,Free,AED,0,27/11/2025,,Active,monthly,yes
SUB002423,USR00988,Free,AED,0,11/08/2024,27/10/2024,Active,Annual,FALSE
SUB002074,USR00177,Enterprise,AED,495.85,14/02/2024,,Expired,,0
SUB001996,USR02969,Enterprise,USD,462.71,07/04/2025,13/09/2025,Active,Monthly,FALSE
SUB002821,USR00484,Pro,AED,153.27,28/08/2024,05/02/2027,Expired,N/A,TRUE
SUB002655,USR01752,Pro,AED,139.73,01/10/2023,,Expired,ANNUAL,TRUE
SUB000698,USR01477,Basic,AED,52.71,23/11/2023,,Active,,
SUB000251,USR02731,Free,USD,0,26/07/2024,,Expired,Monthly,
SUB002665,USR01657,Basic,AED,50.12,03/08/2023,17/03/2026,Expired,Monthly,1
SUB003210,USR02726,Basic,USD,52.8,04/04/2024,03/04/2024,ACTIVE,monthly,0
SUB000019,USR02959,Free,AED,0,15/01/2025,,Expired,,FALSE
SUB003293,USR00437,Basic,AED,52.14,25/12/2023,22/05/2026,ACTIVE,,1
SUB001449,USR01435,Pro,AED,142.46,12/03/2026,,Active,Monthly,
SUB002800,USR00280,Pro,AED,-160,21/08/2025,20/02/2026,Expired,Monthly,TRUE
SUB001004,USR00712,Basic,AED,50.05,,,Active,N/A,0
SUB002910,USR00396,Free,AED,0,20/03/2026,01/06/2025,Paused,monthly,FALSE
SUB000064,USR02000,Free,AED,0,20/07/2025,17/11/2026,Active,monthly,TRUE
SUB001165,USR00120,Basic,AED,45.26,17/05/2025,,Cancelled,monthly,FALSE
SUB000561,USR00672,--,usd,218.72,08/06/2024,17/06/2025,Active,Monthly,
SUB001651,USR02720,Enterprise,AED,473.37,10/06/2024,,active,ANNUAL,no
SUB002116,USR01366,Free,AED,0,24/02/2025,,Active,Annual,TRUE
SUB003004,USR00769,Pro,AED,148.29,11/02/2024,23/02/2027,Active,monthly,0
SUB001602,USR00485,Pro,AED,152.87,21/05/2024,,Cancelled,ANNUAL,FALSE
SUB003223,USR01582,--,AED,453.39,16/04/2026,21/01/2025,Active,,FALSE
SUB003031,USR01320,Pro,AED,141.48,12/03/2025,06/08/2024,Active,ANNUAL,
SUB002245,USR01794,BASIC,AED,97.41,31/05/2025,,Cancelled,Annual,FALSE
SUB001241,USR02275,Enterprise,AED,465.84,18/09/2023,,Expired,monthly,yes
SUB002878,USR00938,Basic,AED,51.91,24/06/2024,,Cancelled,Monthly,TRUE
SUB000126,USR00690,Basic,AED,53.21,05/09/2025,,Active,,FALSE
SUB000580,USR02466,Free,AED,0,12/01/2025,05/02/2026,Active,N/A,FALSE
SUB003278,USR01201,Free,AED,0,02/01/2025,09/12/2024,Active,monthly,yes
SUB003061,USR02727,Free,AED,0,21/02/2025,,Active,N/A,TRUE
SUB001447,USR01709,Pro,AED,144.14,03/10/2023,,Active,N/A,TRUE
SUB000074,USR02006,Free,AED,0,20/07/2023,28/12/2024,Cancelled,Annual,FALSE
SUB002022,USR00729,free,AED,269.42,02/12/2025,,Expired,ANNUAL,FALSE
SUB001992,USR01425,Free,AED,0,21/10/2023,23/07/2025,Paused,N/A,TRUE
SUB001987,USR01086,Basic,AED,52.97,13/03/2024,12/03/2026,Active,,TRUE
SUB000833,USR02229,Free,AED,0,18/11/2024,10/07/2025,Cancelled,N/A,no
SUB000093,USR02798,Free,AED,0,10/02/2024,03/12/2026,Active,monthly,FALSE
SUB000747,USR02609,Free,AED,0,04/10/2023,,Expired,,1
SUB003133,USR02374,Pro,AED,148.16,04/01/2026,06/12/2025,Active,ANNUAL,1
SUB001821,USR00297,Free,AED,0,,,Cancelled,ANNUAL,
SUB001715,USR00581,Enterprise,AED,490.77,03/04/2024,,Cancelled,ANNUAL,no
SUB003289,USR02664,Free,AED,0,18/09/2024,04/09/2026,--,Monthly,TRUE
SUB000856,USR02882,Enterprise,AED,476.19,08/08/2025,03/07/2026,Paused,monthly,no
SUB002396,USR01084,Pro,AED,149.95,,,Active,,0
SUB000385,USR02373,Pro,AED,163.33,29/11/2023,15/02/2026,Cancelled,Monthly,TRUE
SUB002722,USR01044,Basic,AED,46.91,08/07/2023,15/04/2026,Active,monthly,FALSE
