feedback_id,user_id,tool_id,feedback_date,rating,feedback_text,feedback_category,sentiment,would_recommend
FB003072,USR01002,TOOL012,2025-12-21,1.0,Best AI tool I have used so far. â€™ â€œ,Bug Report,N/A,0
FB001534,USR02243,TOOL002,2025-06-03,0.0,,Other,Positive,1
FB000751,USR00162,TOOL001,2024-05-19,2.0,!!!!!,bug report,NEGATIVE,False
FB001225,USR01364,TOOL005,2025-12-31,4.0,Does the job but nothing more.,FEATURE REQUEST,,N/A
FB000933,USR99858,TOOL002,2024-11-01,4.0,Many bugs and the UI is confusing.,Pricing,NEGATIVE,1
FB003288,USR01814,TOOL004,2026-05-08,2.0,!!!!!,,N/A,True
FB000646,USR02055,TOOL003,2025-08-19,2.0,!!!!!,Feature Request,Negative,Yes
FB003874,USR02804,TOOL004,2025-05-18,5.0,!!!!!,Pricing,,Yes
FB002765,USR02422,TOOL001,2026-01-29,3.0,Many bugs and the UI is confusing.,Support,positive,Yes
FB001663,USR02660,TOOL007,,1.0,Best AI tool I have used so far.,N/A,Neutral,1
FB002370,USR00104,TOOL003,2026-11-27,2.0,"It is okay, nothing special.",FEATURE REQUEST,Negative,False
FB003897,USR01386,TOOL011,2024-08-21,5.0,"Too slow, crashes often.",N/A,Negative,Yes
FB000198,USR01534,TOOL010,2025-09-29,2.0,Average product.,Pricing,Negative,N/A
FB002386,USR01043,TOOL007,2025-09-13,1.0,Many bugs and the UI is confusing.,FEATURE REQUEST,Neutral,
FB000016,USR01826,TOOL012,2025-04-16,2.0,.,Pricing,Negative,False
FB001576,USR01375,TOOL004,2024-09-06,3.0,,bug report,Positive,N/A
FB002614,USR01653,TOOL011,2024-08-20,1.0,N/A,N/A,positive,0
FB000724,USR01998,TOOL005,2025-03-13,5.0,"It is okay, nothing special.",Pricing,Neutral,0
FB002987,USR00796,TOOL008,2025-11-12,5.0,1234,N/A,positive,N/A
FB002400,USR00500,TOOL005,2025-10-10,2.0,Saves me hours of work every week.,Performance,Neutral,False
FB003019,USR02084,TOOL011,2024-08-16,7.0,Average product.,Performance,NEGATIVE,0
FB000082,USR00216,TOOL011,2025-01-15,5.0,Customer support is terrible.,Feature Request,Neutral,0
FB003816,USR01451,TOOL004,2026-02-15,1.0,Game changer for my workflow.,bug report,,No
FB002145,USR00703,TOOL003,2025-03-07,0.0,Best AI tool I have used so far.,bug report,NEGATIVE,1
FB000199,USR01077,TOOL005,,4.0,Best AI tool I have used so far. â€™ â€œ,,positive,1
FB000983,USR00111,TOOL012,,2.0,Many bugs and the UI is confusing.,N/A,Positive,Yes
FB002414,USR00416,TOOL003,2025-08-22,5.0,1234,N/A,N/A,Yes
FB002071,USR01711,TOOL003,2025-01-26,3.0,1234,Feature Request,N/A,N/A
FB000532,USR02754,TOOL002,2025-02-27,1.0,Game changer for my workflow.,Pricing,positive,No
FB002138,USR01377,TOOL006,2026-02-14,4.0,,Support,N/A,True
FB002420,USR01101,TOOL008,2024-05-31,1.0,Saves me hours of work every week.,Pricing,positive,No
FB000896,USR00654,TOOL010,2026-03-06,4.0,Saves me hours of work every week.,Pricing,N/A,No
FB000836,USR00899,TOOL001,2026-04-06,1.0,Does the job but nothing more.,N/A,Negative,True
FB002455,USR00438,TOOL011,2024-07-04,2.0,Saves me hours of work every week.,bug report,Positive,1
FB002209,USR02375,TOOL010,2026-03-17,3.0,. â€™ â€œ,Other,Neutral,Yes
FB000862,USR00493,TOOL011,2024-12-22,2.0,Game changer for my workflow.,N/A,NEGATIVE,True
FB000916,USR01973,TOOL009,2025-05-26,5.0,.,Bug Report,NEGATIVE,No
FB000162,USR99149,TOOL010,2024-07-24,1.0,Incredibly fast and accurate responses.,FEATURE REQUEST,NEGATIVE,Yes
FB002992,USR01261,TOOL006,2025-08-10,4.0,,General Feedback,Negative,0
FB003257,USR00313,TOOL011,2025-05-07,3.0,N/A,N/A,Neutral,No
FB000331,USR01933,TOOL004,2024-07-13,5.0,asdfjkl;,Bug Report,NEGATIVE,
FB003373,USR00382,TOOL001,2025-03-20,3.0,!!!!!,FEATURE REQUEST,N/A,Yes
FB000473,USR99069,TOOL003,2025-07-24,5.0,1234,FEATURE REQUEST,Neutral,1
FB001634,USR01808,TOOL002,2025-04-11,2.0,Really love using this tool daily!,bug report,Neutral,1
FB001918,USR00069,TOOL011,2026-01-26,7.0,Game changer for my workflow.,bug report,,N/A
FB000878,USR02492,TOOL009,2025-12-15,2.0,Saves me hours of work every week.,Pricing,Negative,0
FB002280,USR02200,TOOL003,2024-06-14,1.0,Customer support is terrible.,FEATURE REQUEST,Negative,N/A
FB003496,USR02432,TOOL003,2025-12-02,2.0,Customer support is terrible.,Pricing,Negative,0
FB002314,USR01829,TOOL008,2024-10-05,2.0,Customer support is terrible.,Bug Report,Positive,No
FB002140,USR02633,TOOL003,2025-03-29,-1.0,1234,Support,NEGATIVE,0
FB001876,USR02988,TOOL002,2025-12-27,9.0,Very expensive for what it offers.,General Feedback,Positive,No
FB000244,USR02128,TOOL001,2024-10-07,2.0,Average product.,Bug Report,Positive,No
FB000864,USR01100,TOOL007,2025-05-05,4.0,"Disappointing results, expected better.",N/A,Negative,0
FB001566,USR00145,TOOL008,2024-10-30,5.0,Incredibly fast and accurate responses.,Performance,Neutral,True
FB003366,USR02147,TOOL007,2024-07-12,1.0,Saves me hours of work every week.,Bug Report,Negative,N/A
FB000241,USR00735,TOOL007,2024-06-22,2.0,"It is okay, nothing special.",Other,Positive,No
FB002450,USR01379,TOOL005,2024-11-27,5.0,Saves me hours of work every week.,Pricing,Neutral,1
FB001525,USR02625,TOOL003,2025-07-30,4.0,,Feature Request,Neutral,Yes
FB003190,USR00357,TOOL011,2024-09-05,1.0,!!!!!,Support,,1
FB001218,USR99015,TOOL003,2025-02-24,2.0,"Disappointing results, expected better.",FEATURE REQUEST,positive,N/A
FB001165,USR02248,TOOL009,2024-10-20,5.0,Best AI tool I have used so far.,Feature Request,Positive,N/A
FB002615,USR02033,TOOL010,2025-05-27,4.0,"It is okay, nothing special.",Support,NEGATIVE,True
FB002830,USR00041,TOOL002,2025-08-02,3.0,,Other,,0
FB002570,USR00111,TOOL006,2026-04-21,3.0,Best AI tool I have used so far.,General Feedback,Neutral,Yes
FB001724,USR00111,TOOL005,2024-08-31,5.0,Average product.,Bug Report,N/A,False
FB000577,USR02534,TOOL003,2025-11-13,1.0,,,Negative,Yes
FB000296,USR02588,TOOL011,2025-12-07,1.0,.,bug report,Positive,False
FB003371,USR02168,TOOL003,2026-02-21,4.0,Really love using this tool daily!,Support,Negative,Yes
FB000392,USR02856,TOOL004,2024-10-13,1.0,Saves me hours of work every week.,bug report,NEGATIVE,1
FB002740,USR01701,TOOL006,2026-03-04,0.0,Really love using this tool daily!,General Feedback,Positive,1
FB003181,USR01561,TOOL011,2027-01-02,1.0,Customer support is terrible.,Performance,Negative,0
FB001550,USR02853,TOOL003,2025-11-29,2.0,"Disappointing results, expected better.",N/A,Neutral,
FB003709,USR02010,TOOL002,2025-08-24,5.0,Best AI tool I have used so far.,Support,Positive,Yes
FB003743,USR00273,TOOL009,2025-12-23,3.0,,,,Yes
FB003098,USR02142,TOOL010,2025-12-17,0.0,1234,Bug Report,Positive,True
FB000502,USR01623,TOOL003,2024-10-30,5.0,Does the job but nothing more.,N/A,positive,N/A
FB003148,USR00306,TOOL009,2024-09-23,4.0,,Pricing,NEGATIVE,N/A
FB001678,USR00572,TOOL005,2024-07-29,3.0,Game changer for my workflow.,Support,Neutral,1
FB000215,USR01174,TOOL009,2025-01-31,1.0,Really love using this tool daily!,FEATURE REQUEST,NEGATIVE,
FB000813,USR02462,TOOL002,2026-02-23,5.0,Best AI tool I have used so far.,,NEGATIVE,N/A
FB002055,USR01629,TOOL007,2024-05-13,3.0,Average product.,Performance,positive,False
FB003303,USR01747,TOOL009,2024-09-06,3.0,"Disappointing results, expected better.",Other,Neutral,0
FB001773,USR01476,TOOL009,2025-11-16,2.0,asdfjkl;,N/A,N/A,True
FB003157,USR99871,TOOL010,2026-02-16,,"It is okay, nothing special.",FEATURE REQUEST,Negative,
FB001367,USR01201,TOOL006,2025-04-10,2.0,asdfjkl;,General Feedback,NEGATIVE,Yes
FB003216,USR02008,TOOL003,2024-12-14,1.0,"Too slow, crashes often.",Performance,,Yes
FB002870,USR01361,TOOL007,2025-12-17,5.0,Game changer for my workflow.,FEATURE REQUEST,Positive,False
FB001241,USR02586,TOOL001,2025-04-11,3.0,Saves me hours of work every week.,bug report,NEGATIVE,
FB003453,USR02771,TOOL001,2026-03-12,2.0,Saves me hours of work every week.,,positive,
FB002119,USR00185,TOOL001,2026-02-08,2.0,Saves me hours of work every week.,Performance,N/A,No
FB000315,USR02176,TOOL004,2025-03-20,3.0,1234,,,
FB000309,USR02186,TOOL005,2025-02-09,3.0,Many bugs and the UI is confusing.,Feature Request,Neutral,True
FB001271,USR02157,TOOL006,2024-06-18,1.0,1234,Performance,positive,Yes
FB001695,USR02049,TOOL007,2025-02-01,3.0,Does the job but nothing more.,General Feedback,,N/A
FB002084,USR00581,TOOL006,2025-08-01,5.0,!!!!!,bug report,Positive,0
FB003249,USR01315,TOOL003,2026-01-22,2.0,Does the job but nothing more.,,Neutral,N/A
FB002252,USR99758,TOOL004,2027-04-12,4.0,,General Feedback,positive,False
FB003784,USR00505,TOOL007,2026-02-18,4.0,"Too slow, crashes often.",Feature Request,positive,1
FB003961,USR01982,TOOL006,2025-11-03,5.0,Really love using this tool daily!,Performance,,0
FB002272,USR01521,TOOL012,2025-06-08,1.0,Saves me hours of work every week.,FEATURE REQUEST,Neutral,1
FB003145,USR02304,TOOL003,2024-05-22,5.0,N/A,General Feedback,Positive,No
FB001644,USR02326,TOOL006,,4.0,Best AI tool I have used so far.,N/A,Neutral,1
FB003321,USR01163,TOOL005,2026-04-22,5.0,!!!!!,Bug Report,Negative,Yes
FB000436,USR01908,TOOL006,2024-12-23,5.0,"It is okay, nothing special.",Pricing,,Yes
FB003977,USR00809,TOOL011,2025-05-22,4.0,N/A,Pricing,N/A,0
FB002536,USR01073,TOOL004,2025-04-08,1.0,Saves me hours of work every week.,Support,Negative,1
FB003146,USR00536,TOOL011,2025-05-16,1.0,"Too slow, crashes often.",N/A,positive,True
FB003842,USR02265,TOOL007,2025-05-31,2.0,Incredibly fast and accurate responses.,N/A,Positive,No
FB003846,USR02735,TOOL009,2025-11-10,3.0,"It is okay, nothing special.",N/A,Negative,False
FB000045,USR01098,TOOL003,2024-08-30,-1.0,Really love using this tool daily!,Pricing,positive,1
FB001311,USR01002,TOOL007,2025-08-15,1.0,Really love using this tool daily!,Support,N/A,Yes
FB001626,USR01335,TOOL003,2026-05-06,5.0,Incredibly fast and accurate responses.,Other,positive,No
FB001536,USR00560,TOOL003,2025-05-26,1.0,Average product.,FEATURE REQUEST,NEGATIVE,
FB001170,USR00003,TOOL011,2025-02-02,8.0,Average product.,Feature Request,N/A,0
FB001863,USR02405,TOOL012,2026-03-30,2.0,"Disappointing results, expected better.",Other,NEGATIVE,
FB001418,USR01030,TOOL003,2025-09-13,3.0,Customer support is terrible.,N/A,N/A,N/A
FB003192,USR02350,TOOL003,2026-01-15,3.0,N/A,Feature Request,,False
FB002412,USR00407,TOOL001,2025-08-15,1.0,,,NEGATIVE,Yes
FB000015,USR00885,TOOL006,2026-02-20,2.0,Game changer for my workflow. â€™ â€œ,Pricing,Positive,0
FB001018,USR02483,TOOL007,2025-05-23,8.0,asdfjkl;,Support,positive,N/A
FB002162,USR02966,TOOL008,2025-06-15,4.0,"Too slow, crashes often.",Bug Report,NEGATIVE,1
FB001673,USR00010,TOOL001,2026-10-01,4.0,,FEATURE REQUEST,NEGATIVE,0
FB001982,USR00839,TOOL002,2026-03-27,5.0,Very expensive for what it offers.,Performance,N/A,Yes
FB001259,USR00374,TOOL004,2024-09-30,1.0,,bug report,Positive,0
FB000379,USR99773,TOOL001,2024-07-13,,Average product.,,Neutral,
FB003707,USR01964,TOOL004,2025-06-02,3.0,Game changer for my workflow.,FEATURE REQUEST,NEGATIVE,
FB001968,USR02673,TOOL001,2024-06-02,2.0,N/A,Performance,Negative,False
FB002574,USR01073,TOOL008,2025-08-20,5.0,.,Performance,Negative,No
FB003952,USR00260,TOOL003,2024-08-14,1.0,Incredibly fast and accurate responses.,General Feedback,positive,0
FB000373,USR01900,TOOL005,2025-03-10,4.0,Customer support is terrible.,Bug Report,Negative,False
FB000796,USR01857,TOOL008,2026-01-21,4.0,"Disappointing results, expected better.",Bug Report,Negative,N/A
FB002170,USR00114,TOOL003,2024-07-20,4.0,Really love using this tool daily!,Feature Request,Positive,N/A
FB001035,USR00616,TOOL010,2025-09-22,3.0,!!!!!,N/A,NEGATIVE,False
FB001249,USR00038,TOOL006,2025-01-03,3.0,Best AI tool I have used so far.,Bug Report,Neutral,N/A
FB001142,USR00209,TOOL012,2024-07-15,3.0,Saves me hours of work every week. â€™ â€œ,,NEGATIVE,Yes
FB001864,USR01187,TOOL010,2025-06-10,2.0,!!!!! â€™ â€œ,General Feedback,,0
FB000169,USR02414,TOOL005,2026-02-07,5.0,Very expensive for what it offers.,Support,Neutral,N/A
FB000597,USR00611,TOOL010,,2.0,"Too slow, crashes often.",Pricing,NEGATIVE,0
FB003211,USR01763,TOOL004,2024-12-08,1.0,Incredibly fast and accurate responses.,N/A,,False
FB003789,USR99823,TOOL001,2026-01-28,4.0,"Disappointing results, expected better.",FEATURE REQUEST,Positive,1
FB002021,USR02536,TOOL002,2025-01-21,3.0,Game changer for my workflow.,Bug Report,,N/A
FB001260,USR00272,TOOL002,2025-04-14,3.0,Customer support is terrible.,FEATURE REQUEST,positive,1
FB003341,USR00008,TOOL006,2024-10-07,3.0,"Too slow, crashes often.",Support,NEGATIVE,1
FB002475,USR00265,TOOL003,2026-03-14,5.0,!!!!!,Feature Request,Neutral,True
FB002210,USR02898,TOOL006,2025-02-03,2.0,Saves me hours of work every week.,Performance,Neutral,No
FB003359,USR01713,TOOL004,2024-06-20,1.0,.,Pricing,,False
FB003168,USR00696,TOOL011,2025-02-20,4.0,Saves me hours of work every week.,N/A,positive,Yes
FB002123,USR02775,TOOL004,2025-06-09,2.0,Very expensive for what it offers.,Other,Negative,1
FB001462,USR01437,TOOL006,2024-07-26,3.0,N/A,bug report,N/A,True
FB002244,USR00954,TOOL005,2026-03-14,4.0,1234,FEATURE REQUEST,,N/A
FB000644,USR00914,TOOL003,2025-09-09,3.0,Game changer for my workflow.,,Negative,False
FB003601,USR01351,TOOL001,2025-08-21,2.0,,N/A,Positive,False
FB003084,USR00045,TOOL003,2024-12-14,5.0,Really love using this tool daily!,Support,Positive,1
FB000644,USR00914,TOOL003,2025-09-09,3.0,Game changer for my workflow.,,Negative,False
FB000990,USR01936,TOOL003,2025-07-12,4.0,Game changer for my workflow.,Other,Negative,Yes
FB001650,USR02331,TOOL007,2025-03-09,5.0,,Support,NEGATIVE,1
FB000904,USR00239,TOOL001,2025-02-12,5.0,Really love using this tool daily!,,,
FB002600,USR01814,TOOL004,2024-08-27,-1.0,1234,Other,Negative,Yes
FB003703,USR02041,TOOL003,2025-08-20,3.0,"It is okay, nothing special.",Feature Request,NEGATIVE,False
FB002665,USR02004,TOOL007,2025-07-15,1.0,Game changer for my workflow.,Performance,positive,No
FB001044,USR01743,TOOL006,2025-10-23,2.0,Game changer for my workflow.,N/A,Neutral,1
FB001546,USR01637,TOOL001,2024-11-04,1.0,Incredibly fast and accurate responses.,Support,N/A,True
FB001389,USR00580,TOOL003,2026-04-19,1.0,Really love using this tool daily!,Pricing,N/A,Yes
FB003426,USR02517,TOOL005,2024-11-02,5.0,Saves me hours of work every week.,Bug Report,Positive,N/A
FB000614,USR02338,TOOL001,2026-04-29,5.0,Saves me hours of work every week.,FEATURE REQUEST,Neutral,0
FB003513,USR00294,TOOL008,2026-03-12,5.0,,FEATURE REQUEST,N/A,Yes
FB003957,USR00955,TOOL011,2025-08-23,8.0,"Too slow, crashes often.",N/A,,False
FB003705,USR00760,TOOL003,2025-04-02,3.0,"Too slow, crashes often.",Performance,Neutral,1
FB002519,USR02873,TOOL007,2025-12-31,2.0,"Too slow, crashes often.",bug report,Positive,False
FB003566,USR01190,TOOL008,2026-03-11,1.0,,Other,NEGATIVE,False
FB001000,USR01100,TOOL011,2024-07-12,0.0,"Disappointing results, expected better.",Support,N/A,1
FB002705,USR01744,TOOL007,2026-01-20,5.0,Really love using this tool daily!,Pricing,Positive,Yes
FB002843,USR02145,TOOL011,2025-04-29,0.0,1234,General Feedback,NEGATIVE,N/A
FB002777,USR01394,TOOL010,2024-05-23,4.0,,Feature Request,Negative,False
FB002625,USR02661,TOOL009,2025-03-14,1.0,Average product.,FEATURE REQUEST,Neutral,False
FB003255,USR01077,TOOL009,2024-05-22,9.0,Incredibly fast and accurate responses.,FEATURE REQUEST,,False
FB003143,USR02160,TOOL003,2025-11-16,4.0,. â€™ â€œ,N/A,Negative,N/A
FB001239,USR01662,TOOL007,2027-03-01,3.0,Really love using this tool daily!,Performance,N/A,True
FB001993,USR01344,TOOL002,2025-02-25,5.0,,Bug Report,Positive,0
FB002498,USR01780,TOOL007,2025-08-27,4.0,Game changer for my workflow.,Bug Report,N/A,
FB000103,USR01234,TOOL005,2024-11-15,3.0,Does the job but nothing more.,Support,Negative,Yes
FB003242,USR01308,TOOL009,2024-11-25,1.0,,General Feedback,,No
FB001952,USR01416,TOOL003,2026-02-13,4.0,asdfjkl; â€™ â€œ,Bug Report,N/A,True
FB002766,USR00174,TOOL010,2025-09-08,4.0,.,Bug Report,Negative,
FB003518,USR00169,TOOL012,2024-06-16,5.0,Really love using this tool daily! â€™ â€œ,Pricing,Neutral,0
FB002653,USR02760,TOOL002,2025-05-20,5.0,Very expensive for what it offers.,Support,N/A,False
FB001437,USR01335,TOOL001,2025-03-16,2.0,1234,Support,Negative,No
FB001299,USR01811,TOOL001,2024-11-28,1.0,Saves me hours of work every week.,Bug Report,positive,0
FB001429,USR02519,TOOL007,2025-07-07,5.0,Average product. â€™ â€œ,Pricing,,1
FB000954,USR01035,TOOL011,2025-03-26,3.0,asdfjkl;,Bug Report,Positive,No
FB002030,USR02456,TOOL009,2025-10-01,0.0,Best AI tool I have used so far.,Support,N/A,0
FB002999,USR02633,TOOL001,,1.0,Really love using this tool daily!,Bug Report,Positive,0
FB003200,USR00875,TOOL001,2025-06-17,2.0,Customer support is terrible.,Support,N/A,No
FB001624,USR02877,TOOL001,2025-04-30,1.0,"It is okay, nothing special.",bug report,N/A,No
FB002060,USR02305,TOOL001,2025-12-16,2.0,Many bugs and the UI is confusing.,Bug Report,NEGATIVE,Yes
FB002849,USR01808,TOOL008,2025-10-04,3.0,Average product.,Feature Request,positive,True
FB002279,USR00837,TOOL006,2025-11-30,4.0,,Feature Request,positive,False
FB001417,USR02482,TOOL011,2025-11-11,5.0,Many bugs and the UI is confusing.,,Positive,Yes
FB001460,USR00096,TOOL002,2024-07-14,5.0,Really love using this tool daily!,Performance,Negative,False
FB001822,USR02572,TOOL005,2025-03-18,4.0,,Bug Report,Neutral,0
FB002014,USR02303,TOOL003,2025-08-20,5.0,,Support,positive,No
FB001016,USR02608,TOOL003,2025-03-20,2.0,Really love using this tool daily!,Other,Negative,0
FB003882,USR00584,TOOL003,2024-07-26,3.0,Incredibly fast and accurate responses.,General Feedback,Positive,N/A
FB000327,USR02749,TOOL009,2024-07-28,10.0,Saves me hours of work every week. â€™ â€œ,General Feedback,,True
FB001431,USR00534,TOOL003,2025-05-25,2.0,Best AI tool I have used so far.,General Feedback,Negative,1
FB002340,USR01891,TOOL009,2026-08-26,1.0,Many bugs and the UI is confusing.,Performance,positive,
FB002895,USR00308,TOOL006,2026-02-15,2.0,"Too slow, crashes often.",bug report,Negative,0
FB001755,USR02120,TOOL011,2024-07-12,,1234,FEATURE REQUEST,Negative,False
FB003733,USR00309,TOOL011,2026-03-20,4.0,Incredibly fast and accurate responses.,Bug Report,Positive,N/A
FB003920,USR01387,TOOL008,2025-04-10,1.0,Best AI tool I have used so far.,bug report,NEGATIVE,
FB001336,USR00130,TOOL012,2025-08-14,3.0,Very expensive for what it offers.,FEATURE REQUEST,N/A,
FB000220,USR00837,TOOL012,2025-11-03,4.0,Best AI tool I have used so far.,Feature Request,,N/A
FB000136,USR01273,TOOL003,2025-05-21,,,Pricing,Positive,0
FB003011,USR02722,TOOL004,2025-08-31,1.0,Customer support is terrible.,Bug Report,Negative,No
FB000946,USR00599,TOOL002,2024-12-04,2.0,Customer support is terrible.,Other,Positive,Yes
FB000141,USR01298,TOOL010,2024-07-05,1.0,!!!!!,Support,positive,True
FB000964,USR01172,TOOL004,2024-12-21,4.0,,Other,Positive,
FB002802,USR02530,TOOL003,2025-04-20,2.0,"Too slow, crashes often.",Pricing,Neutral,N/A
FB001234,USR02803,TOOL004,2024-10-25,,Saves me hours of work every week.,Performance,Neutral,No
FB003390,USR01210,TOOL010,2025-12-17,1.0,"Disappointing results, expected better.",Performance,positive,No
FB000099,USR02001,TOOL006,2025-01-08,1.0,Game changer for my workflow.,FEATURE REQUEST,NEGATIVE,Yes
FB003577,USR00026,TOOL011,2025-01-15,2.0,,Support,NEGATIVE,1
FB002774,USR01742,TOOL008,2025-12-14,2.0,"Too slow, crashes often.",N/A,N/A,True
FB000135,USR99799,TOOL001,2024-08-16,5.0,Best AI tool I have used so far.,Other,,N/A
FB001824,USR01983,TOOL008,2024-07-15,4.0,"It is okay, nothing special.",bug report,Positive,Yes
FB000887,USR00387,TOOL003,2024-12-04,2.0,Really love using this tool daily!,Pricing,NEGATIVE,Yes
FB000606,USR02058,TOOL003,2024-10-30,5.0,asdfjkl;,Other,N/A,
FB003267,USR02203,TOOL007,2024-10-14,4.0,Average product.,Bug Report,Positive,1
FB002216,USR00688,TOOL001,2024-10-04,5.0,Customer support is terrible.,Performance,Neutral,
FB001002,USR01517,TOOL010,2025-10-27,1.0,Game changer for my workflow.,Performance,positive,0
FB001904,USR00299,TOOL010,2025-12-31,4.0,Really love using this tool daily!,Pricing,Positive,0
FB001114,USR00849,TOOL004,2025-10-16,5.0,Very expensive for what it offers.,FEATURE REQUEST,Positive,True
FB001620,USR02364,TOOL002,2026-01-11,5.0,Saves me hours of work every week.,General Feedback,NEGATIVE,
FB001030,USR01793,TOOL002,2027-02-12,5.0,Does the job but nothing more.,Support,,N/A
FB001762,USR00078,TOOL009,2025-09-20,-1.0,!!!!!,Bug Report,positive,
FB001487,USR00937,TOOL003,2026-03-18,2.0,"Disappointing results, expected better.",Feature Request,Positive,1
FB002497,USR01675,TOOL009,2025-05-17,3.0,Really love using this tool daily!,bug report,Neutral,No
FB002711,USR01604,TOOL006,2026-01-25,4.0,"Disappointing results, expected better.",Bug Report,Negative,0
FB001424,USR00195,TOOL012,2025-03-20,4.0,.,General Feedback,Positive,N/A
FB001279,USR02817,TOOL008,2026-10-23,2.0,,,Neutral,True
FB002078,USR02973,TOOL001,2025-03-01,1.0,Customer support is terrible.,bug report,Negative,0
FB002758,USR00651,TOOL005,2026-04-21,3.0,Average product.,FEATURE REQUEST,Positive,1
FB000832,USR02676,TOOL003,2025-02-06,9.0,1234,,Neutral,True
FB002780,USR00180,TOOL004,2026-03-30,5.0,"It is okay, nothing special.",Support,positive,No
FB003377,USR00537,TOOL003,2025-03-11,5.0,Saves me hours of work every week.,Support,N/A,1
FB001404,USR02769,TOOL007,2025-06-30,5.0,.,bug report,NEGATIVE,No
FB002903,USR00750,TOOL008,2026-01-18,5.0,Really love using this tool daily!,Pricing,positive,True
FB002338,USR02020,TOOL003,2024-08-15,3.0,,N/A,NEGATIVE,1
FB003332,USR02770,TOOL003,2025-04-10,4.0,,,Negative,
FB003506,USR02226,TOOL005,2024-09-21,,1234,Pricing,Negative,0
FB001076,USR00120,TOOL001,2025-10-04,4.0,Does the job but nothing more.,General Feedback,Positive,No
FB003607,USR01098,TOOL008,2024-06-05,2.0,Saves me hours of work every week. â€™ â€œ,Bug Report,NEGATIVE,No
FB001835,USR00918,TOOL001,2024-10-22,4.0,N/A,Bug Report,Negative,
FB001606,USR02838,TOOL010,2025-04-20,5.0,Incredibly fast and accurate responses.,Other,positive,False
FB001929,USR01773,TOOL004,2024-05-28,2.0,Many bugs and the UI is confusing.,N/A,,N/A
FB002315,USR00383,TOOL002,2026-05-10,5.0,N/A,FEATURE REQUEST,Neutral,False
FB003121,USR01789,TOOL001,2026-04-24,4.0,,Pricing,Neutral,0
FB002409,USR01360,TOOL012,2026-03-12,5.0,N/A,N/A,N/A,N/A
FB003664,USR01738,TOOL002,2025-03-27,3.0,Very expensive for what it offers.,Performance,Positive,N/A
FB002944,USR01735,TOOL005,2025-06-01,3.0,Average product.,,NEGATIVE,True
FB002136,USR01559,TOOL005,2024-07-11,5.0,.,bug report,Negative,1
FB001983,USR00981,TOOL004,2025-08-09,1.0,Incredibly fast and accurate responses.,Other,N/A,Yes
FB002941,USR00598,TOOL003,2024-10-19,4.0,Very expensive for what it offers.,Pricing,Positive,0
FB001275,USR02102,TOOL006,2024-06-10,4.0,"It is okay, nothing special.",Other,N/A,0
FB001931,USR02358,TOOL008,2024-08-26,3.0,"Disappointing results, expected better.",Support,positive,0
FB003711,USR02062,TOOL002,2026-04-02,3.0,Game changer for my workflow.,Feature Request,N/A,True
FB003652,USR02858,TOOL003,2026-04-20,2.0,N/A,FEATURE REQUEST,NEGATIVE,True
FB001481,USR02303,TOOL003,2024-09-23,4.0,Does the job but nothing more.,FEATURE REQUEST,,
FB002444,USR00952,TOOL008,2025-12-05,5.0,1234,Bug Report,Negative,False
FB002031,USR00421,TOOL004,2026-03-03,4.0,,Bug Report,,False
FB000859,USR00132,TOOL011,2026-08-30,1.0,N/A â€™ â€œ,Other,Neutral,Yes
FB003844,USR00167,TOOL008,2024-12-08,1.0,"It is okay, nothing special.",Support,Positive,Yes
FB000653,USR01601,TOOL012,2025-11-16,5.0,"It is okay, nothing special.",Performance,Negative,
FB002320,USR00979,TOOL012,2025-08-10,5.0,Saves me hours of work every week.,bug report,NEGATIVE,Yes
FB003651,USR02822,TOOL002,2024-09-07,2.0,Game changer for my workflow.,Other,,1
FB003113,USR00222,TOOL006,2024-07-18,1.0,Incredibly fast and accurate responses.,FEATURE REQUEST,NEGATIVE,0
FB002934,USR01385,TOOL005,2025-01-08,1.0,Many bugs and the UI is confusing.,,positive,1
FB003003,USR01874,TOOL003,2025-03-28,4.0,Best AI tool I have used so far.,Pricing,Negative,1
FB003676,USR01763,TOOL006,2025-01-07,,asdfjkl;,Bug Report,positive,No
FB000067,USR99214,TOOL001,2024-10-11,3.0,,Bug Report,Positive,No
FB002666,USR00511,TOOL007,2025-03-01,8.0,1234,Pricing,Neutral,Yes
FB000549,USR01067,TOOL011,2025-02-10,1.0,asdfjkl;,Performance,,N/A
FB001154,USR01490,TOOL004,2025-05-05,3.0,N/A,,positive,Yes
FB002328,USR02423,TOOL004,2025-03-29,4.0,Really love using this tool daily!,Feature Request,Positive,
FB002298,USR01009,TOOL005,2024-09-23,6.0,.,Feature Request,N/A,1
FB003124,USR01378,TOOL010,2025-03-23,5.0,1234,Bug Report,N/A,False
FB003953,USR00867,TOOL005,2024-07-31,5.0,"Disappointing results, expected better.",Pricing,Neutral,0
FB002514,USR01712,TOOL012,2025-01-12,3.0,Best AI tool I have used so far.,Support,positive,N/A
FB001592,USR00937,TOOL002,2025-09-22,,asdfjkl;,Bug Report,Positive,N/A
FB003775,USR01633,TOOL010,2025-10-13,1.0,Really love using this tool daily!,bug report,Positive,
FB001530,USR00460,TOOL010,2024-11-11,4.0,Best AI tool I have used so far.,N/A,Neutral,
FB002134,USR02284,TOOL003,2026-01-24,5.0,,Performance,NEGATIVE,Yes
